node_id,canonical_firm_id,canonical_name,node_type,year,direct_exposure,cascading_exposure,dependency_concentration,structural_non_substitutability
54,FIRM_0076,JPMorgan Chase Bank,target_entity,2024,0.0,0.0,0.0,1.0
55,FIRM_0077,KSK Analytics,target_entity,2024,0.05415038810286612,0.0028152255144833563,1.0,0.5
58,FIRM_0081,Lazada,target_entity,2024,0.16206954510742147,0.0003854748603351955,1.0,0.5
60,FIRM_0083,Lenovo,target_entity,2024,0.0518822567714877,0.007146460161649904,1.0,0.5
61,FIRM_0084,LinkedIn,target_entity,2024,0.23692897258979384,0.032635501404867893,1.0,0.5
63,FIRM_0086,MGM Holdings,target_entity,2024,0.08394693731174446,0.00725933098268286,1.0,0.5
64,FIRM_0087,MOVEit,target_entity,2024,0.0,0.0,0.0,1.0
65,FIRM_0090,MUFG Bank,target_entity,2024,0.0,0.0,0.0,1.0
70,FIRM_0096,Metrics Design Automation,target_entity,2024,0.05415038810286612,0.0028152255144833563,1.0,0.5
71,FIRM_0097,Microsoft,source_firm,2024,0.07146460161649903,0.5219412678163632,0.6417399771139458,0.3333333333333333
72,FIRM_0098,Microsoft Azure,target_entity,2024,0.0,0.0,0.0,1.0
74,FIRM_0100,MongoDB,source_firm,2024,0.021844445421356915,0.020766039493719565,0.2675975636203907,0.16666666666666666
75,FIRM_0101,Moonshot AI,target_entity,2024,0.0,0.0,0.0,1.0
77,FIRM_0104,NFL,target_entity,2024,0.0,0.0,0.0,1.0
78,FIRM_0105,NVIDIA,target_entity,2024,0.0,0.0,0.0,1.0
79,FIRM_0106,Neeva,target_entity,2024,0.08832563481900453,0.00716844149381308,1.0,0.5
80,FIRM_0107,NetApp,target_entity,2024,0.0,0.0,0.0,1.0
81,FIRM_0110,Nuance Communications,target_entity,2024,0.2715171437707856,0.037399808179301164,1.0,0.5
82,FIRM_0113,One Medical,target_entity,2024,0.08394693731174446,0.00725933098268286,1.0,0.5
83,FIRM_0114,Open source community,target_entity,2024,0.0,0.0,0.0,1.0
84,FIRM_0115,OpenAI,target_entity,2024,0.2680583266526865,0.03692337750185784,1.0,0.5
85,FIRM_0117,Oracle,source_firm,2024,0.0022486033519553074,0.0,1.0,0.5
93,FIRM_0125,PricewaterhouseCoopers,target_entity,2024,0.0,0.0,0.0,1.0
95,FIRM_0129,Red Hat,target_entity,2024,0.2260037659998636,0.017144513168395846,1.0,0.5
96,FIRM_0130,Research in Flight,target_entity,2024,0.05415038810286612,0.0028152255144833563,1.0,0.5
97,FIRM_0131,Rivian,target_entity,2024,0.13791282558358017,0.0119260437572647,1.0,0.5
98,FIRM_0132,SAP,source_firm,2024,0.02200169108625267,0.03448958333333333,0.9999999999999998,0.5
102,FIRM_0136,SAP Concur,target_entity,2024,0.04927083333333333,0.0022001691086252673,1.0,0.5
103,FIRM_0137,SAP Deutschland,target_entity,2024,0.04927083333333333,0.0022001691086252673,1.0,0.5
104,FIRM_0138,SAP España,target_entity,2024,0.04927083333333333,0.0022001691086252673,1.0,0.5
105,FIRM_0139,SAP France,target_entity,2024,0.04927083333333333,0.0022001691086252673,1.0,0.5
108,FIRM_0142,SAP Nederland,target_entity,2024,0.04927083333333333,0.0022001691086252673,1.0,0.5
109,FIRM_0143,SAP Schweiz,target_entity,2024,0.04927083333333333,0.0022001691086252673,1.0,0.5
112,FIRM_0146,SAP UK,target_entity,2024,0.04927083333333333,0.0022001691086252673,1.0,0.5
115,FIRM_0150,Samooha,target_entity,2024,0.06308973915643182,0.005120315352723629,1.0,0.5
116,FIRM_0152,Siemens Digital Industries Software,target_entity,2024,0.18335131410268704,0.00953225481219803,1.0,0.5
117,FIRM_0153,Silicon Valley Bank,target_entity,2024,0.0,0.0,0.0,1.0
119,FIRM_0155,Snowflake,source_firm,2024,0.030721892116341774,0.02597957836138225,0.2172114258802598,0.14285714285714285
121,FIRM_0159,Sun Art Retail,target_entity,2024,0.17962707916072546,0.00042723463687150835,1.0,0.5
123,FIRM_0163,Teradata,source_firm,2024,0.024769632768976556,0.018158789870020696,0.14472149606470608,0.1111111111111111
124,FIRM_0164,TikTok,target_entity,2024,0.21438627131133334,0.0015890130353817503,1.0,0.5
125,FIRM_0165,Toggled,target_entity,2024,0.02850020426466638,0.0014816976392017665,1.0,0.5
126,FIRM_0166,Trendyol,target_entity,2024,0.0769830339260252,0.00018310055865921788,1.0,0.5
130,FIRM_0170,Waymo,target_entity,2024,0.010288979055297721,0.0,1.0,0.5
131,FIRM_0171,Whole Foods Market,target_entity,2024,0.16429614873869985,0.014207547780393598,1.0,0.5
135,FIRM_0176,Yahoo,target_entity,2024,0.0518822567714877,0.007146460161649904,1.0,0.5
137,FIRM_0178,iRobot,target_entity,2024,0.13791282558358017,0.0119260437572647,1.0,0.5
